transaction_id,member_id,book_id,branch_id,checkout_date,due_date,return_date,fine_amount
T005388,M0742,B0082,BR3,2024-08-01 19:51:00,2024-08-15 19:51:00,2024-08-15 19:51:00,0.0
T005389,M0118,B0489,BR1,2024-04-25 17:17:00,2024-05-09 17:17:00,2024-05-09 17:17:00,0.0
T005390,M0158,B0338,BR4,2024-10-07 15:34:00,2024-10-21 15:34:00,2024-10-16 15:34:00,0.0
T005391,M0414,B0303,BR4,2024-10-04 18:14:00,2024-10-18 18:14:00,2024-10-08 18:14:00,0.0
T005392,M0424,B0061,BR1,2025-04-10 18:12:00,2025-04-24 18:12:00,2025-05-07 18:12:00,3.25
T005393,M0048,B0147,BR1,2025-08-29 15:32:00,2025-09-12 15:32:00,2025-09-05 15:32:00,0.0
T005394,M0515,B0328,BR1,2025-06-10 19:32:00,2025-06-24 19:32:00,2025-06-14 19:32:00,0.0
T005395,M0585,B0206,BR3,2025-10-14 14:52:00,2025-10-28 14:52:00,2025-10-19 14:52:00,0.0
T005396,M0236,B0042,BR2,2024-09-11 19:47:00,2024-09-25 19:47:00,2024-09-24 19:47:00,0.0
T005397,M0645,B0175,BR2,2025-10-29 17:08:00,2025-11-12 17:08:00,2025-11-04 17:08:00,0.0
T005398,M0509,B0193,BR4,2025-10-24 13:16:00,2025-11-07 13:16:00,2025-10-27 13:16:00,0.0
T005399,M0005,B0206,BR1,2024-08-19 13:03:00,2024-09-02 13:03:00,2024-08-26 13:03:00,0.0
T005400,M0800,B0048,BR1,2024-03-08 19:55:00,2024-03-22 19:55:00,2024-03-16 19:55:00,0.0
T005401,M0747,B0468,BR1,2025-05-09 12:27:00,2025-05-23 12:27:00,2025-05-23 12:27:00,0.0
T005402,M0659,B0138,BR2,2025-10-29 11:36:00,2025-11-12 11:36:00,2025-11-10 11:36:00,0.0
T005403,M0572,B0370,BR2,2024-05-11 11:56:00,2024-05-25 11:56:00,2024-05-14 11:56:00,0.0
T005404,M0409,B0193,BR1,2025-03-03 15:41:00,2025-03-17 15:41:00,2025-03-06 15:41:00,0.0
T005405,M0670,B0296,BR2,2024-08-16 17:19:00,2024-08-30 17:19:00,2024-08-30 17:19:00,0.0
T005406,M0507,B0307,BR1,2025-07-10 09:40:00,2025-07-24 09:40:00,2025-07-22 09:40:00,0.0
T005407,M0138,B0357,BR1,2025-07-14 14:49:00,2025-07-28 14:49:00,2025-07-27 14:49:00,0.0
T005408,M0528,B0014,BR1,2024-04-14 17:15:00,2024-04-28 17:15:00,2024-04-21 17:15:00,0.0
T005409,M0426,B0027,BR3,2024-01-23 15:45:00,2024-02-06 15:45:00,2024-02-12 15:45:00,1.5
T005410,M0564,B0383,BR1,2025-05-14 18:52:00,2025-05-28 18:52:00,2025-05-16 18:52:00,0.0
T005411,M0412,B0183,BR4,2025-09-24 17:45:00,2025-10-08 17:45:00,2025-10-02 17:45:00,0.0
T005412,M0376,B0052,BR3,2025-08-19 11:00:00,2025-09-02 11:00:00,2025-08-29 11:00:00,0.0
T005413,M0462,B0467,BR1,2025-10-07 15:13:00,2025-10-21 15:13:00,2025-10-15 15:13:00,0.0
T005414,M0248,B0320,BR3,2024-11-10 11:40:00,2024-11-24 11:40:00,2024-11-12 11:40:00,0.0
T005415,M0414,B0395,BR4,2024-04-10 15:01:00,2024-04-24 15:01:00,2024-04-23 15:01:00,0.0
T005416,M0296,B0219,BR2,2024-08-26 16:46:00,2024-09-09 16:46:00,2024-09-06 16:46:00,0.0
T005417,M0121,B0490,BR2,2024-03-19 12:49:00,2024-04-02 12:49:00,2024-03-24 12:49:00,0.0
T005418,M0116,B0212,BR4,2025-02-19 17:39:00,2025-03-05 17:39:00,2025-02-21 17:39:00,0.0
T005419,M0364,B0381,BR2,2024-08-14 13:55:00,2024-08-28 13:55:00,2024-09-07 13:55:00,2.5
T005420,M0025,B0345,BR1,2025-01-07 15:08:00,2025-01-21 15:08:00,2025-01-26 15:08:00,1.25
T005421,M0518,B0434,BR4,2025-03-17 13:23:00,2025-03-31 13:23:00,2025-03-30 13:23:00,0.0
T005422,M0254,B0141,BR3,2024-02-07 19:54:00,2024-02-21 19:54:00,2024-02-16 19:54:00,0.0
T005423,M0302,B0296,BR4,2025-04-17 18:45:00,2025-05-01 18:45:00,2025-04-27 18:45:00,0.0
T005424,M0187,B0462,BR3,2025-12-16 14:18:00,2025-12-30 14:18:00,2025-12-19 14:18:00,0.0
T005425,M0335,B0201,BR1,2025-03-30 18:30:00,2025-04-13 18:30:00,2025-03-31 18:30:00,0.0
T005426,M0248,B0193,BR3,2025-09-01 13:29:00,2025-09-15 13:29:00,2025-09-11 13:29:00,0.0
T005427,M0398,B0413,BR3,2025-05-11 15:22:00,2025-05-25 15:22:00,2025-05-25 15:22:00,0.0
T005428,M0447,B0419,BR4,2024-07-11 14:51:00,2024-07-25 14:51:00,2024-07-14 14:51:00,0.0
T005429,M0330,B0033,BR1,2024-11-15 14:50:00,2024-11-29 14:50:00,2024-11-26 14:50:00,0.0
T005430,M0127,B0370,BR2,2024-03-07 19:01:00,2024-03-21 19:01:00,2024-03-17 19:01:00,0.0
T005431,M0062,B0200,BR3,2025-01-30 15:58:00,2025-02-13 15:58:00,2025-02-17 15:58:00,1.0
T005432,M0362,B0213,BR1,2024-08-20 09:28:00,2024-09-03 09:28:00,2024-08-31 09:28:00,0.0
T005433,M0661,B0131,BR1,2025-09-15 14:21:00,2025-09-29 14:21:00,2025-09-21 14:21:00,0.0
T005434,M0662,B0401,BR1,2025-03-03 15:57:00,2025-03-17 15:57:00,2025-03-14 15:57:00,0.0
T005435,M0179,B0374,BR2,2024-10-04 13:41:00,2024-10-18 13:41:00,2024-10-17 13:41:00,0.0
T005436,M0627,B0216,BR1,2024-10-19 14:53:00,2024-11-02 14:53:00,2024-11-09 14:53:00,1.75
T005437,M0450,B0264,BR1,2024-01-09 19:39:00,2024-01-23 19:39:00,2024-02-10 19:39:00,4.5
T005438,M0798,B0294,BR3,2024-12-06 15:36:00,2024-12-20 15:36:00,2025-01-08 15:36:00,4.75
T005439,M0758,B0437,BR2,2024-07-16 15:04:00,2024-07-30 15:04:00,2024-07-19 15:04:00,0.0
T005440,M0485,B0389,BR1,2025-01-22 12:35:00,2025-02-05 12:35:00,2025-01-25 12:35:00,0.0
T005441,M0125,B0029,BR3,2025-03-21 15:59:00,2025-04-04 15:59:00,2025-03-29 15:59:00,0.0
T005442,M0044,B0364,BR4,2025-03-13 17:46:00,2025-03-27 17:46:00,2025-03-26 17:46:00,0.0
T005443,M0387,B0107,BR2,2024-03-10 19:12:00,2024-03-24 19:12:00,2024-03-22 19:12:00,0.0
T005444,M0398,B0247,BR3,2024-08-20 17:53:00,2024-09-03 17:53:00,2024-08-29 17:53:00,0.0
T005445,M0045,B0159,BR1,2025-10-27 16:17:00,2025-11-10 16:17:00,2025-11-22 16:17:00,3.0
T005446,M0482,B0120,BR1,2024-08-01 14:59:00,2024-08-15 14:59:00,2024-08-09 14:59:00,0.0
T005447,M0707,B0089,BR2,2025-09-11 15:02:00,2025-09-25 15:02:00,2025-09-21 15:02:00,0.0
T005448,M0540,B0291,BR1,2024-03-12 12:06:00,2024-03-26 12:06:00,2024-03-16 12:06:00,0.0
T005449,M0655,B0419,BR1,2024-03-28 17:19:00,2024-04-11 17:19:00,2024-04-10 17:19:00,0.0
T005450,M0020,B0162,BR1,2024-03-21 11:25:00,2024-04-04 11:25:00,2024-03-26 11:25:00,0.0
T005451,M0340,B0138,BR1,2025-02-25 17:10:00,2025-03-11 17:10:00,2025-03-11 17:10:00,0.0
T005452,M0244,B0082,BR1,2025-08-30 16:30:00,2025-09-13 16:30:00,2025-09-09 16:30:00,0.0
T005453,M0676,B0098,BR1,2025-10-22 11:25:00,2025-11-05 11:25:00,2025-10-25 11:25:00,0.0
T005454,M0373,B0086,BR4,2024-04-08 19:51:00,2024-04-22 19:51:00,2024-04-10 19:51:00,0.0
T005455,M0624,B0193,BR2,2024-06-12 15:12:00,2024-06-26 15:12:00,2024-06-30 15:12:00,1.0
T005456,M0525,B0128,BR1,2024-12-10 13:37:00,2024-12-24 13:37:00,2024-12-12 13:37:00,0.0
T005457,M0771,B0275,BR1,2025-01-01 14:27:00,2025-01-15 14:27:00,2025-01-02 14:27:00,0.0
T005458,M0036,B0218,BR2,2025-01-31 16:10:00,2025-02-14 16:10:00,2025-02-13 16:10:00,0.0
T005459,M0676,B0259,BR1,2024-08-08 11:37:00,2024-08-22 11:37:00,2024-08-12 11:37:00,0.0
T005460,M0121,B0466,BR2,2024-04-08 19:20:00,2024-04-22 19:20:00,2024-04-13 19:20:00,0.0
T005461,M0416,B0063,BR4,2025-10-16 12:57:00,2025-10-30 12:57:00,2025-10-25 12:57:00,0.0
T005462,M0086,B0254,BR1,2025-05-14 18:38:00,2025-05-28 18:38:00,2025-05-20 18:38:00,0.0
T005463,M0674,B0430,BR4,2024-09-10 14:21:00,2024-09-24 14:21:00,2024-09-23 14:21:00,0.0
T005464,M0754,B0254,BR4,2025-10-18 19:11:00,2025-11-01 19:11:00,2025-11-20 19:11:00,4.75
T005465,M0671,B0338,BR3,2025-08-06 17:17:00,2025-08-20 17:17:00,2025-08-12 17:17:00,0.0
T005466,M0376,B0203,BR3,2025-09-16 15:50:00,2025-09-30 15:50:00,2025-09-22 15:50:00,0.0
T005467,M0363,B0438,BR3,2024-01-21 12:28:00,2024-02-04 12:28:00,2024-01-25 12:28:00,0.0
T005468,M0610,B0115,BR4,2024-08-08 12:14:00,2024-08-22 12:14:00,2024-08-12 12:14:00,0.0
T005469,M0781,B0462,BR2,2024-11-21 13:55:00,2024-12-05 13:55:00,2024-12-03 13:55:00,0.0
T005470,M0473,B0270,BR1,2025-04-08 13:31:00,2025-04-22 13:31:00,2025-05-11 13:31:00,4.75
T005471,M0675,B0016,BR3,2024-03-26 14:51:00,2024-04-09 14:51:00,2024-03-29 14:51:00,0.0
T005472,M0167,B0129,BR3,2024-04-06 13:45:00,2024-04-20 13:45:00,2024-05-01 13:45:00,2.75
T005473,M0009,B0048,BR3,2025-06-19 13:49:00,2025-07-03 13:49:00,2025-06-20 13:49:00,0.0
T005474,M0766,B0149,BR3,2025-05-23 12:07:00,2025-06-06 12:07:00,2025-06-04 12:07:00,0.0
T005475,M0691,B0366,BR2,2025-04-26 18:44:00,2025-05-10 18:44:00,2025-05-05 18:44:00,0.0
T005476,M0085,B0405,BR2,2025-02-08 15:30:00,2025-02-22 15:30:00,2025-02-12 15:30:00,0.0
T005477,M0118,B0096,BR1,2024-04-17 18:00:00,2024-05-01 18:00:00,2024-05-05 18:00:00,1.0
T005478,M0468,B0084,BR3,2025-08-12 14:13:00,2025-08-26 14:13:00,2025-08-20 14:13:00,0.0
T005479,M0375,B0390,BR3,2024-10-04 13:20:00,2024-10-18 13:20:00,2024-11-05 13:20:00,4.5
T005480,M0422,B0291,BR3,2025-10-10 12:35:00,2025-10-24 12:35:00,2025-11-01 12:35:00,2.0
T005481,M0156,B0020,BR2,2024-01-03 13:15:00,2024-01-17 13:15:00,2024-01-04 13:15:00,0.0
T005482,M0277,B0117,BR3,2025-01-15 16:35:00,2025-01-29 16:35:00,2025-01-24 16:35:00,0.0
T005483,M0556,B0026,BR2,2024-09-09 19:36:00,2024-09-23 19:36:00,2024-09-22 19:36:00,0.0
T005484,M0020,B0096,BR1,2024-09-23 12:14:00,2024-10-07 12:14:00,2024-10-01 12:14:00,0.0
T005485,M0184,B0180,BR1,2024-03-05 19:41:00,2024-03-19 19:41:00,2024-03-09 19:41:00,0.0
T005486,M0014,B0098,BR1,2025-03-11 16:40:00,2025-03-25 16:40:00,2025-03-24 16:40:00,0.0
T005487,M0354,B0375,BR1,2024-08-13 15:58:00,2024-08-27 15:58:00,2024-08-21 15:58:00,0.0
T005488,M0789,B0214,BR2,2025-03-17 14:20:00,2025-03-31 14:20:00,2025-04-08 14:20:00,2.0
T005489,M0676,B0351,BR1,2024-09-25 19:26:00,2024-10-09 19:26:00,2024-10-08 19:26:00,0.0
T005490,M0127,B0015,BR2,2024-02-29 09:07:00,2024-03-14 09:07:00,2024-03-12 09:07:00,0.0
T005491,M0637,B0452,BR2,2025-10-07 10:10:00,2025-10-21 10:10:00,2025-10-17 10:10:00,0.0
T005492,M0417,B0171,BR3,2025-03-15 12:19:00,2025-03-29 12:19:00,2025-03-21 12:19:00,0.0
T005493,M0247,B0028,BR1,2024-02-21 12:10:00,2024-03-06 12:10:00,2024-03-02 12:10:00,0.0
T005494,M0793,B0132,BR4,2024-08-07 16:08:00,2024-08-21 16:08:00,2024-08-30 16:08:00,2.25
T005495,M0097,B0423,BR1,2024-06-25 13:44:00,2024-07-09 13:44:00,2024-06-26 13:44:00,0.0
T005496,M0161,B0428,BR1,2025-01-08 18:12:00,2025-01-22 18:12:00,2025-01-22 18:12:00,0.0
T005497,M0767,B0285,BR2,2025-01-10 16:01:00,2025-01-24 16:01:00,2025-01-22 16:01:00,0.0
T005498,M0537,B0327,BR1,2025-10-30 14:49:00,2025-11-13 14:49:00,2025-11-01 14:49:00,0.0
T005499,M0312,B0136,BR1,2024-10-22 17:47:00,2024-11-05 17:47:00,2024-10-25 17:47:00,0.0
T005500,M0614,B0120,BR1,2024-02-16 16:05:00,2024-03-01 16:05:00,2024-02-24 16:05:00,0.0
T005501,M0641,B0288,BR1,2024-04-15 16:29:00,2024-04-29 16:29:00,2024-04-26 16:29:00,0.0
T005502,M0604,B0189,BR3,2024-10-22 13:13:00,2024-11-05 13:13:00,2024-11-13 13:13:00,2.0
T005503,M0215,B0413,BR3,2024-04-21 14:21:00,2024-05-05 14:21:00,2024-05-13 14:21:00,2.0
T005504,M0653,B0477,BR3,2025-08-02 18:41:00,2025-08-16 18:41:00,2025-08-14 18:41:00,0.0
T005505,M0105,B0116,BR1,2024-06-26 13:28:00,2024-07-10 13:28:00,2024-07-30 13:28:00,5.0
T005506,M0064,B0404,BR1,2024-04-26 15:46:00,2024-05-10 15:46:00,2024-05-02 15:46:00,0.0
T005507,M0010,B0468,BR4,2025-04-28 13:45:00,2025-05-12 13:45:00,2025-05-12 13:45:00,0.0
T005508,M0706,B0362,BR1,2025-08-11 17:28:00,2025-08-25 17:28:00,2025-08-12 17:28:00,0.0
T005509,M0675,B0167,BR3,2024-04-13 16:10:00,2024-04-27 16:10:00,2024-04-17 16:10:00,0.0
T005510,M0086,B0096,BR1,2024-10-22 17:34:00,2024-11-05 17:34:00,2024-11-03 17:34:00,0.0
T005511,M0535,B0482,BR2,2025-03-23 17:12:00,2025-04-06 17:12:00,2025-04-02 17:12:00,0.0
T005512,M0145,B0430,BR1,2025-09-17 14:21:00,2025-10-01 14:21:00,2025-09-24 14:21:00,0.0
T005513,M0538,B0258,BR1,2024-02-15 15:23:00,2024-02-29 15:23:00,2024-02-18 15:23:00,0.0
T005514,M0266,B0333,BR3,2024-10-28 13:53:00,2024-11-11 13:53:00,2024-11-10 13:53:00,0.0
T005515,M0763,B0351,BR1,2024-03-11 09:27:00,2024-03-25 09:27:00,2024-03-18 09:27:00,0.0
T005516,M0124,B0348,BR1,2024-05-25 14:20:00,2024-06-08 14:20:00,2024-05-27 14:20:00,0.0
T005517,M0681,B0042,BR1,2024-08-15 12:52:00,2024-08-29 12:52:00,2024-08-16 12:52:00,0.0
T005518,M0126,B0148,BR1,2025-05-02 14:21:00,2025-05-16 14:21:00,2025-05-03 14:21:00,0.0
T005519,M0225,B0201,BR1,2024-04-14 12:00:00,2024-04-28 12:00:00,2024-04-19 12:00:00,0.0
T005520,M0071,B0368,BR2,2025-11-06 16:25:00,2025-11-20 16:25:00,2025-11-27 16:25:00,1.75
T005521,M0590,B0085,BR1,2025-08-27 19:43:00,2025-09-10 19:43:00,2025-09-06 19:43:00,0.0
T005522,M0446,B0052,BR1,2024-01-05 18:42:00,2024-01-19 18:42:00,2024-01-17 18:42:00,0.0
T005523,M0005,B0015,BR1,2024-08-30 14:54:00,2024-09-13 14:54:00,2024-09-22 14:54:00,2.25
T005524,M0346,B0139,BR2,2024-01-10 15:24:00,2024-01-24 15:24:00,2024-01-23 15:24:00,0.0
T005525,M0284,B0396,BR3,2025-03-04 13:58:00,2025-03-18 13:58:00,2025-03-08 13:58:00,0.0
T005526,M0222,B0361,BR3,2025-10-08 12:54:00,2025-10-22 12:54:00,2025-10-15 12:54:00,0.0
T005527,M0057,B0376,BR4,2024-01-05 16:47:00,2024-01-19 16:47:00,2024-01-09 16:47:00,0.0
T005528,M0695,B0091,BR1,2025-11-25 15:09:00,2025-12-09 15:09:00,2025-12-09 15:09:00,0.0
T005529,M0089,B0351,BR4,2024-06-28 19:36:00,2024-07-12 19:36:00,2024-07-06 19:36:00,0.0
T005530,M0096,B0119,BR4,2025-08-18 14:21:00,2025-09-01 14:21:00,2025-09-14 14:21:00,3.25
T005531,M0466,B0179,BR2,2025-12-26 13:50:00,2026-01-09 13:50:00,,0.0
T005532,M0507,B0281,BR1,2024-06-26 12:47:00,2024-07-10 12:47:00,2024-07-06 12:47:00,0.0
T005533,M0645,B0350,BR2,2025-05-15 18:18:00,2025-05-29 18:18:00,2025-06-05 18:18:00,1.75
T005534,M0500,B0445,BR2,2025-01-02 15:51:00,2025-01-16 15:51:00,2025-01-04 15:51:00,0.0
T005535,M0203,B0061,BR3,2024-03-22 17:53:00,2024-04-05 17:53:00,2024-03-25 17:53:00,0.0
T005536,M0547,B0371,BR1,2024-03-11 10:46:00,2024-03-25 10:46:00,2024-04-12 10:46:00,4.5
T005537,M0319,B0361,BR1,2025-09-02 13:31:00,2025-09-16 13:31:00,2025-09-13 13:31:00,0.0
T005538,M0689,B0500,BR4,2025-10-25 15:19:00,2025-11-08 15:19:00,2025-10-28 15:19:00,0.0
T005539,M0599,B0079,BR1,2025-02-04 13:34:00,2025-02-18 13:34:00,2025-02-28 13:34:00,2.5
T005540,M0156,B0093,BR2,2024-02-19 15:06:00,2024-03-04 15:06:00,2024-02-22 15:06:00,0.0
T005541,M0362,B0285,BR1,2024-01-29 18:15:00,2024-02-12 18:15:00,2024-02-06 18:15:00,0.0
T005542,M0653,B0425,BR3,2024-04-02 10:39:00,2024-04-16 10:39:00,2024-04-08 10:39:00,0.0
T005543,M0800,B0073,BR1,2024-09-25 15:50:00,2024-10-09 15:50:00,2024-10-24 15:50:00,3.75
T005544,M0267,B0484,BR3,2025-04-27 16:44:00,2025-05-11 16:44:00,2025-05-31 16:44:00,5.0
T005545,M0297,B0018,BR1,2025-12-09 17:39:00,2025-12-23 17:39:00,2026-01-03 17:39:00,2.75
T005546,M0634,B0246,BR2,2024-05-11 16:06:00,2024-05-25 16:06:00,2024-05-21 16:06:00,0.0
T005547,M0614,B0396,BR1,2024-07-26 11:25:00,2024-08-09 11:25:00,2024-08-08 11:25:00,0.0
T005548,M0035,B0311,BR3,2024-11-23 11:10:00,2024-12-07 11:10:00,2024-12-06 11:10:00,0.0
T005549,M0383,B0265,BR2,2025-02-12 17:05:00,2025-02-26 17:05:00,2025-02-21 17:05:00,0.0
T005550,M0695,B0038,BR1,2024-03-14 13:51:00,2024-03-28 13:51:00,2024-04-07 13:51:00,2.5
T005551,M0757,B0396,BR1,2024-01-01 16:31:00,2024-01-15 16:31:00,2024-02-04 16:31:00,5.0
T005552,M0259,B0235,BR3,2024-01-15 13:54:00,2024-01-29 13:54:00,2024-01-20 13:54:00,0.0
T005553,M0298,B0133,BR1,2025-04-22 15:50:00,2025-05-06 15:50:00,2025-04-29 15:50:00,0.0
T005554,M0313,B0437,BR1,2024-02-12 15:24:00,2024-02-26 15:24:00,2024-02-20 15:24:00,0.0
T005555,M0660,B0499,BR1,2024-04-10 09:13:00,2024-04-24 09:13:00,2024-04-20 09:13:00,0.0
T005556,M0674,B0201,BR4,2024-11-02 19:47:00,2024-11-16 19:47:00,2024-11-12 19:47:00,0.0
T005557,M0470,B0260,BR2,2025-04-25 14:06:00,2025-05-09 14:06:00,2025-04-28 14:06:00,0.0
T005558,M0037,B0122,BR1,2024-01-12 14:20:00,2024-01-26 14:20:00,2024-01-23 14:20:00,0.0
T005559,M0116,B0239,BR4,2025-04-15 15:27:00,2025-04-29 15:27:00,2025-04-21 15:27:00,0.0
T005560,M0608,B0149,BR1,2025-03-31 15:02:00,2025-04-14 15:02:00,2025-04-13 15:02:00,0.0
T005561,M0433,B0212,BR3,2025-11-30 16:34:00,2025-12-14 16:34:00,2025-12-22 16:34:00,2.0
T005562,M0008,B0281,BR4,2024-07-13 13:01:00,2024-07-27 13:01:00,2024-07-19 13:01:00,0.0
T005563,M0532,B0465,BR1,2024-09-04 14:51:00,2024-09-18 14:51:00,2024-09-13 14:51:00,0.0
T005564,M0453,B0148,BR2,2024-02-15 15:51:00,2024-02-29 15:51:00,2024-03-13 15:51:00,3.25
T005565,M0091,B0047,BR4,2025-07-07 15:58:00,2025-07-21 15:58:00,2025-07-18 15:58:00,0.0
T005566,M0419,B0194,BR3,2025-01-15 15:50:00,2025-01-29 15:50:00,2025-01-21 15:50:00,0.0
T005567,M0069,B0407,BR4,2024-03-19 11:12:00,2024-04-02 11:12:00,2024-03-26 11:12:00,0.0
T005568,M0306,B0318,BR1,2024-10-12 18:48:00,2024-10-26 18:48:00,2024-10-23 18:48:00,0.0
T005569,M0035,B0288,BR3,2024-11-23 18:11:00,2024-12-07 18:11:00,2024-12-05 18:11:00,0.0
T005570,M0278,B0212,BR1,2025-11-20 12:22:00,2025-12-04 12:22:00,2025-12-04 12:22:00,0.0
T005571,M0244,B0245,BR1,2025-05-25 16:35:00,2025-06-08 16:35:00,2025-06-07 16:35:00,0.0
T005572,M0674,B0003,BR4,2025-04-11 13:23:00,2025-04-25 13:23:00,2025-04-13 13:23:00,0.0
T005573,M0601,B0486,BR1,2025-04-06 16:19:00,2025-04-20 16:19:00,2025-04-19 16:19:00,0.0
T005574,M0772,B0490,BR3,2025-09-23 17:17:00,2025-10-07 17:17:00,2025-10-02 17:17:00,0.0
T005575,M0265,B0005,BR2,2025-05-28 18:32:00,2025-06-11 18:32:00,2025-06-05 18:32:00,0.0
T005576,M0609,B0434,BR3,2024-02-08 12:00:00,2024-02-22 12:00:00,2024-02-12 12:00:00,0.0
T005577,M0035,B0320,BR3,2025-03-28 16:32:00,2025-04-11 16:32:00,2025-04-02 16:32:00,0.0
T005578,M0140,B0078,BR1,2024-05-08 12:57:00,2024-05-22 12:57:00,2024-05-15 12:57:00,0.0
T005579,M0550,B0401,BR1,2024-11-25 13:14:00,2024-12-09 13:14:00,2024-11-29 13:14:00,0.0
T005580,M0471,B0013,BR1,2025-10-12 12:53:00,2025-10-26 12:53:00,2025-11-10 12:53:00,3.75
T005581,M0781,B0253,BR2,2025-01-30 15:19:00,2025-02-13 15:19:00,2025-02-04 15:19:00,0.0
T005582,M0385,B0462,BR2,2024-11-18 14:44:00,2024-12-02 14:44:00,2024-11-22 14:44:00,0.0
T005583,M0339,B0103,BR1,2024-08-03 11:36:00,2024-08-17 11:36:00,2024-08-13 11:36:00,0.0
T005584,M0025,B0183,BR1,2025-06-22 18:17:00,2025-07-06 18:17:00,2025-06-25 18:17:00,0.0
T005585,M0703,B0311,BR2,2025-04-30 13:32:00,2025-05-14 13:32:00,2025-05-10 13:32:00,0.0
T005586,M0213,B0193,BR2,2024-04-02 14:43:00,2024-04-16 14:43:00,2024-04-09 14:43:00,0.0
T005587,M0407,B0066,BR4,2025-03-01 11:16:00,2025-03-15 11:16:00,2025-03-03 11:16:00,0.0
T005588,M0447,B0117,BR4,2024-01-04 14:25:00,2024-01-18 14:25:00,2024-01-11 14:25:00,0.0
T005589,M0602,B0239,BR4,2025-10-18 19:08:00,2025-11-01 19:08:00,2025-10-31 19:08:00,0.0
T005590,M0086,B0391,BR1,2025-02-19 14:23:00,2025-03-05 14:23:00,2025-03-24 14:23:00,4.75
T005591,M0582,B0282,BR1,2024-10-07 16:13:00,2024-10-21 16:13:00,2024-10-10 16:13:00,0.0
T005592,M0479,B0153,BR1,2024-09-17 15:37:00,2024-10-01 15:37:00,2024-10-19 15:37:00,4.5
T005593,M0772,B0421,BR3,2025-03-31 14:51:00,2025-04-14 14:51:00,2025-04-04 14:51:00,0.0
T005594,M0253,B0312,BR4,2025-10-31 15:04:00,2025-11-14 15:04:00,2025-11-03 15:04:00,0.0
T005595,M0504,B0394,BR2,2025-12-28 15:23:00,2026-01-11 15:23:00,,0.0
T005596,M0330,B0220,BR1,2025-05-20 11:58:00,2025-06-03 11:58:00,2025-05-22 11:58:00,0.0
T005597,M0644,B0228,BR1,2025-10-31 13:46:00,2025-11-14 13:46:00,2025-11-24 13:46:00,2.5
T005598,M0391,B0367,BR4,2025-11-18 16:32:00,2025-12-02 16:32:00,2025-11-25 16:32:00,0.0
T005599,M0495,B0255,BR2,2024-11-22 15:06:00,2024-12-06 15:06:00,2024-11-25 15:06:00,0.0
T005600,M0587,B0243,BR2,2024-07-25 13:28:00,2024-08-08 13:28:00,2024-08-03 13:28:00,0.0
T005601,M0171,B0385,BR3,2025-08-17 13:57:00,2025-08-31 13:57:00,2025-08-30 13:57:00,0.0
T005602,M0537,B0455,BR1,2024-12-22 19:57:00,2025-01-05 19:57:00,2025-01-15 19:57:00,2.5
T005603,M0195,B0108,BR3,2024-09-18 11:01:00,2024-10-02 11:01:00,2024-10-01 11:01:00,0.0
T005604,M0721,B0265,BR3,2024-05-22 16:20:00,2024-06-05 16:20:00,2024-06-01 16:20:00,0.0
T005605,M0465,B0386,BR2,2024-09-26 11:38:00,2024-10-10 11:38:00,2024-10-13 11:38:00,0.75
T005606,M0719,B0325,BR1,2025-01-12 14:28:00,2025-01-26 14:28:00,2025-01-31 14:28:00,1.25
T005607,M0687,B0455,BR1,2024-11-20 17:07:00,2024-12-04 17:07:00,2024-12-03 17:07:00,0.0
T005608,M0649,B0175,BR1,2025-02-21 16:30:00,2025-03-07 16:30:00,2025-03-07 16:30:00,0.0
T005609,M0201,B0316,BR2,2024-10-07 11:02:00,2024-10-21 11:02:00,2024-10-23 11:02:00,0.5
T005610,M0132,B0434,BR2,2025-07-21 12:25:00,2025-08-04 12:25:00,2025-07-28 12:25:00,0.0
T005611,M0222,B0260,BR3,2025-08-05 16:04:00,2025-08-19 16:04:00,2025-08-08 16:04:00,0.0
T005612,M0563,B0374,BR1,2024-01-15 12:57:00,2024-01-29 12:57:00,2024-01-22 12:57:00,0.0
T005613,M0572,B0454,BR2,2025-01-12 17:58:00,2025-01-26 17:58:00,2025-01-18 17:58:00,0.0
T005614,M0244,B0081,BR1,2025-05-23 15:41:00,2025-06-06 15:41:00,2025-05-31 15:41:00,0.0
T005615,M0589,B0433,BR1,2025-05-17 12:25:00,2025-05-31 12:25:00,2025-05-19 12:25:00,0.0
T005616,M0777,B0057,BR4,2025-02-20 09:29:00,2025-03-06 09:29:00,2025-03-15 09:29:00,2.25
T005617,M0424,B0492,BR1,2024-02-27 11:59:00,2024-03-12 11:59:00,2024-03-08 11:59:00,0.0
T005618,M0326,B0206,BR2,2024-10-09 18:11:00,2024-10-23 18:11:00,2024-10-14 18:11:00,0.0
T005619,M0240,B0353,BR4,2024-04-02 10:59:00,2024-04-16 10:59:00,2024-04-11 10:59:00,0.0
T005620,M0647,B0498,BR2,2025-03-28 15:09:00,2025-04-11 15:09:00,2025-04-09 15:09:00,0.0
T005621,M0348,B0100,BR2,2025-03-03 14:14:00,2025-03-17 14:14:00,2025-03-08 14:14:00,0.0
T005622,M0799,B0066,BR3,2025-05-13 15:39:00,2025-05-27 15:39:00,2025-05-15 15:39:00,0.0
T005623,M0778,B0143,BR3,2024-10-11 19:55:00,2024-10-25 19:55:00,2024-10-19 19:55:00,0.0
T005624,M0726,B0321,BR3,2024-09-06 10:29:00,2024-09-20 10:29:00,2024-09-11 10:29:00,0.0
